number,bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
1209,0774-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1210,0778-01,F,Lake Bonham,B6,ic,33.649117,-96.148267,flame,7/15/2022,13:25,surface,0.25,0.7,TRUE,none,grab,,MM,prev BON4,,11/30/2022
1211,0886-13,UF,Lake Brownwood,BW1,DOC/DIC,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1212,0887-13,UF,Lake Brownwood,BW2,DOC/DIC,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1213,1215-13,UF,Lake Brownwood,BW3,DOC/DIC,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1214,0704-13,UF,Lake Brownwood,BW4,DOC/DIC,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1215,1197-16,UF,Lake Brownwood,BW1,UF bottle,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1216,1199-16,UF,Lake Brownwood,BW2,UF bottle,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1217,1202-16,UF,Lake Brownwood,BW3,UF bottle,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1218,1183-16,UF,Lake Brownwood,BW4,UF bottle,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1219,1170-17,UF,Lake Brownwood,BW1,F bottle,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1220,1169-17,UF,Lake Brownwood,BW2,F bottle,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1221,1166-17,UF,Lake Brownwood,BW3,F bottle,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1222,1151-17,UF,Lake Brownwood,BW4,F bottle,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1223,1042-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1224,1043-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1225,1041-02,UF,Lake Brownwood,BW1,tnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1226,1093-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1227,1040-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1228,1038-02,UF,Lake Brownwood,BW2,tnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1229,1026-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1230,1027-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1231,1028-02,UF,Lake Brownwood,BW3,tnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1232,0715-04,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1233,0713-04,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1234,0705-14,UF,Lake Brownwood,BW4,tnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1235,1003-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1236,1004-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1237,1005-01,F,Lake Brownwood,BW1,tdnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1238,0990-01,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1239,0255-14,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1240,0977-14,F,Lake Brownwood,BW2,tdnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1241,0989-14,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1242,0476-01,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1243,0475-01,F,Lake Brownwood,BW3,tdnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1244,0981-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1245,0283-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1246,0985-14,F,Lake Brownwood,BW4,tdnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1247,1088-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1248,1087-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1249,1089-01,F,Lake Brownwood,BW1,dnp,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1250,1075-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1251,1076-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1252,1077-01,F,Lake Brownwood,BW2,dnp,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1253,1059-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1254,1058-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1255,1054-01,F,Lake Brownwood,BW3,dnp,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1256,1062-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1257,1061-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1258,1060-01,F,Lake Brownwood,BW4,dnp,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1259,1140-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1260,1141-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1261,1142-01,F,Lake Brownwood,BW1,ic,31.83805,-99.097983,flame,8/6/2022,13:26,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1262,0823-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1263,0831-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1264,0797-01,F,Lake Brownwood,BW2,ic,31.824617,-99.057317,flame,8/6/2022,13:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1265,0826-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1266,0818-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1267,0822-01,F,Lake Brownwood,BW3,ic,31.8388,-99.004467,flame,8/6/2022,14:20,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1268,0796-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1269,0795-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1270,0812-01,F,Lake Brownwood,BW4,ic,31.886317,-99.021583,flame,8/6/2022,15:00,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1271,0702-13,UF,Lake OH Ivie,IV1,DOC/DIC,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1272,0889-13,UF,Lake OH Ivie,IV2,DOC/DIC,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1273,0885-13,UF,Lake OH Ivie,IV3,DOC/DIC,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1274,0697-13,UF,Lake OH Ivie,IV4,DOC/DIC,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1275,1184-16,UF,Lake OH Ivie,IV1,UF bottle,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1276,1192-16,UF,Lake OH Ivie,IV2,UF bottle,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1277,1198-16,UF,Lake OH Ivie,IV3,UF bottle,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1278,1185-16,UF,Lake OH Ivie,IV4,UF bottle,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1279,1153-17,UF,Lake OH Ivie,IV1,F bottle,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1280,1156-17,UF,Lake OH Ivie,IV2,F bottle,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1281,1167-17,UF,Lake OH Ivie,IV3,F bottle,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1282,1152-17,UF,Lake OH Ivie,IV4,F bottle,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1283,0574-04,UF,Lake OH Ivie,IV1,tnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1284,0709-04,UF,Lake OH Ivie,IV1,tnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1285,0572-04,UF,Lake OH Ivie,IV1,tnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,,TRUE,none,grab,,,,,11/30/2022
1286,0735-04,UF,Lake OH Ivie,IV2,tnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1287,0721-04,UF,Lake OH Ivie,IV2,tnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1288,0722-04,UF,Lake OH Ivie,IV2,tnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1289,1032-02,UF,Lake OH Ivie,IV3,tnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1290,1033-02,UF,Lake OH Ivie,IV3,tnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1291,1034-02,UF,Lake OH Ivie,IV3,tnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1292,0730-04,UF,Lake OH Ivie,IV4,tnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1293,074-04,UF,Lake OH Ivie,IV4,tnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1294,0729-04,UF,Lake OH Ivie,IV4,tnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1295,0982-14,F,Lake OH Ivie,IV1,tdnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1296,0983-14,F,Lake OH Ivie,IV1,tdnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1297,0986-14,F,Lake OH Ivie,IV1,tdnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1298,0991-14,F,Lake OH Ivie,IV2,tdnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1299,0992-14,F,Lake OH Ivie,IV2,tdnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1300,0993-14,F,Lake OH Ivie,IV2,tdnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1301,0979-14,F,Lake OH Ivie,IV3,tdnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1302,0988-14,F,Lake OH Ivie,IV3,tdnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1303,0987-14,F,Lake OH Ivie,IV3,tdnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1304,0282-14,F,Lake OH Ivie,IV4,tdnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1305,0284-14,F,Lake OH Ivie,IV4,tdnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1306,0285-14,F,Lake OH Ivie,IV4,tdnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1307,1074-01,F,Lake OH Ivie,IV1,dnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1308,1073-01,F,Lake OH Ivie,IV1,dnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1309,1072-01,F,Lake OH Ivie,IV1,dnp,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1310,1081-01,F,Lake OH Ivie,IV2,dnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1311,1082-01,F,Lake OH Ivie,IV2,dnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1312,1083-01,F,Lake OH Ivie,IV2,dnp,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1313,1065-01,F,Lake OH Ivie,IV3,dnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1314,1064-01,F,Lake OH Ivie,IV3,dnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1315,1063-01,F,Lake OH Ivie,IV3,dnp,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1316,1066-01,F,Lake OH Ivie,IV4,dnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1317,1067-01,F,Lake OH Ivie,IV4,dnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1318,1068-01,F,Lake OH Ivie,IV4,dnp,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1319,0825-01,F,Lake OH Ivie,IV1,ic,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1320,0830-01,F,Lake OH Ivie,IV1,ic,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1321,0829-01,F,Lake OH Ivie,IV1,ic,31.554717,-99.713467,flame,8/7/2022,10:32,surface,0.25,0.7,TRUE,none,grab,,,,,11/30/2022
1322,0792-01,F,Lake OH Ivie,IV2,ic,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1323,0800-01,F,Lake OH Ivie,IV2,ic,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1324,0824-01,F,Lake OH Ivie,IV2,ic,31.492633,-99.694383,flame,8/7/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1325,0789-01,F,Lake OH Ivie,IV3,ic,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1326,0814-01,F,Lake OH Ivie,IV3,ic,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1327,1143-01,F,Lake OH Ivie,IV3,ic,31.502617,-99.66905,flame,8/7/2022,12:18,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1328,0821-01,F,Lake OH Ivie,IV4,ic,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1329,0817-01,F,Lake OH Ivie,IV4,ic,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1330,0820-01,F,Lake OH Ivie,IV4,ic,31.58,-99.684533,flame,8/7/2022,12:55,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1331,0703-13,UF,Red Bluff Reservoir,RB1,DOC/DIC,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1332,0883-13,UF,Red Bluff Reservoir,RB2,DOC/DIC,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1333,0894-13,UF,Red Bluff Reservoir,RB3,DOC/DIC,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1334,0698-13,UF,Red Bluff Reservoir,RB4,DOC/DIC,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1335,0890-13,UF,Red Bluff Reservoir,RB5,DOC/DIC,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1336,0892-13,UF,Red Bluff Reservoir,RB6,DOC/DIC,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1337,1189-16,UF,Red Bluff Reservoir,RB1,UF bottle,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1338,1186-16,UF,Red Bluff Reservoir,RB2,UF bottle,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1339,1196-16,UF,Red Bluff Reservoir,RB3,UF bottle,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1340,1187-16,UF,Red Bluff Reservoir,RB4,UF bottle,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1341,1204-16,UF,Red Bluff Reservoir,RB5,UF bottle,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1342,1182-16,UF,Red Bluff Reservoir,RB6,UF bottle,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1343,1164-174,UF,Red Bluff Reservoir,RB1,F bottle,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1344,1155-17,UF,Red Bluff Reservoir,RB2,F bottle,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1345,1160-17,UF,Red Bluff Reservoir,RB3,F bottle,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1346,1163-17,UF,Red Bluff Reservoir,RB4,F bottle,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1347,1165-17,UF,Red Bluff Reservoir,RB5,F bottle,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1348,1150-17,UF,Red Bluff Reservoir,RB6,F bottle,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1349,0708-04,UF,Red Bluff Reservoir,RB1,tnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1350,0716-04,UF,Red Bluff Reservoir,RB1,tnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1351,0719-04,UF,Red Bluff Reservoir,RB1,tnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1352,0706-04,UF,Red Bluff Reservoir,RB2,tnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1353,0728-04,UF,Red Bluff Reservoir,RB2,tnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1354,1022-02,UF,Red Bluff Reservoir,RB2,tnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1355,0734-04,UF,Red Bluff Reservoir,RB3,tnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1356,0727-04,UF,Red Bluff Reservoir,RB3,tnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1357,0768-02,UF,Red Bluff Reservoir,RB3,tnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1358,0723-04,UF,Red Bluff Reservoir,RB4,tnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1359,0731-04,UF,Red Bluff Reservoir,RB4,tnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1360,0287-15,UF,Red Bluff Reservoir,RB4,tnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1361,1030-02,UF,Red Bluff Reservoir,RB5,tnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1362,1031-02,UF,Red Bluff Reservoir,RB5,tnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1363,1029-02,UF,Red Bluff Reservoir,RB5,tnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1364,0763-02,UF,Red Bluff Reservoir,RB6,tnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1365,0766-02,UF,Red Bluff Reservoir,RB6,tnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1366,0762-02,UF,Red Bluff Reservoir,RB6,tnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,,TRUE,none,grab,,MM,,,11/30/2022
1367,1111-01,F,Red Bluff Reservoir,RB1,tdnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
1368,1021-01,F,Red Bluff Reservoir,RB1,tdnp,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/30/2022
